category,cores,memory,disk,cpu_time,wall_time
ttZ_mAODv2,1,1900,461,7861.08,7911.25
ttW_mAODv2,1,1668,214,3750.89,3789.77
ttZ_mAODv2,1,1774,436,7856.18,7915.755
merge,1,803,971,449.18,511.137
ttW_mAODv2,1,1736,160,8056.3,8094.417
ttW_mAODv2,1,1624,44,566.38,588.005
ttZ_mAODv2,1,1642,191,3645.07,3682.02
ttW_mAODv2,1,1622,46,590.24,615.732
ttW_mAODv2,1,1626,45,582.88,604.509
ttW_mAODv2,1,1685,117,1835.98,1872.109
ttW_mAODv2,1,1826,413,6893.9,6937.07
ttZ_mAODv2,1,1821,461,7795.76,7890.362
merge,1,808,936,393.85,444.532
merge,2,803,893,1250.49,1228.786
ttZ_mAODv2,1,1867,464,7863.09,7912.72
merge,1,804,971,432.39,496.284
ttW_mAODv2,1,1744,410,6889.03,6927.603
merge,1,803,947,379.13,446.836
ttW_mAODv2,1,1625,47,680.99,704.254
ttZ_mAODv2,1,1714,259,4331.85,4394.548
merge,1,804,910,375.07,418.823
merge,1,803,966,417.38,483.613
ttW_mAODv2,1,1628,48,699.27,718.771
ttZ_mAODv2,1,1661,79,1172.19,1195.48
merge,1,811,965,411.65,486.345
ttZ_mAODv2,1,1775,249,7991.73,8047.032
merge,1,815,970,442.63,508.898
merge,1,802,944,396.05,446.427
ttW_mAODv2,1,1653,116,1782.48,1807.724
ttW_mAODv2,1,1774,411,7384.28,7442.072
ttZ_mAODv2,1,1681,90,4229.74,4253.337
ttW_mAODv2,1,1657,115,1787.05,1820.497
ttW_mAODv2,1,1658,115,1802.01,1827.943
ttZ_mAODv2,1,1620,51,695.25,720.776
ttW_mAODv2,1,1630,113,1807.71,1833.808
merge,1,806,921,371.83,423.29
ttZ_mAODv2,1,1655,57,792.66,817.125
ttZ_mAODv2,1,1633,81,1229,1254.659
ttZ_mAODv2,1,1858,431,7876,7940.207
ttZ_mAODv2,1,1628,82,1248.47,1273.652
ttW_mAODv2,1,1817,407,7874.66,7923.301
ttZ_mAODv2,1,1620,51,2123.76,2142.886
ttW_mAODv2,1,1633,115,1837.12,1862.137
ttW_mAODv2,1,1631,60,846.02,864.354
ttZ_mAODv2,1,1621,50,717.3,741.523
merge,1,816,945,427.5,487.119
ttZ_mAODv2,1,1632,132,2102.1,2142.145
ttW_mAODv2,1,1650,73,1075.62,1103.362
ttZ_mAODv2,1,1732,153,7969.73,7998.745
ttZ_mAODv2,1,1626,50,714.8,739.474
ttZ_mAODv2,1,1630,64,1010.8,1034.698
ttZ_mAODv2,1,1805,464,7867.55,7916.69
ttZ_mAODv2,1,1770,459,7844.16,7894.298
ttW_mAODv2,1,1967,74,1087.17,1110.824
ttZ_mAODv2,1,1868,422,7829.97,7892.177
ttW_mAODv2,1,1737,214,3523.63,3573.355
ttZ_mAODv2,1,1870,459,7806.26,7896.581
merge,1,883,970,422.48,476.812
ttZ_mAODv2,1,1624,44,649.09,667.93
ttZ_mAODv2,1,1846,464,7874.44,7921.716
ttZ_mAODv2,1,1633,113,1782.65,1809.138
ttZ_mAODv2,1,1689,119,3596.35,3637.446
ttZ_mAODv2,1,1739,256,4652.38,4696.641
ttZ_mAODv2,1,1629,58,882.62,904.327
ttW_mAODv2,1,1964,75,1093.55,1125.27
ttW_mAODv2,1,1529,24,267.66,282.184
merge,1,802,882,367.08,411.17
merge,1,651,905,436.66,478.307
ttZ_mAODv2,1,1642,113,1799.19,1839.992
ttW_mAODv2,1,1741,411,6916.03,6958.073
ttZ_mAODv2,1,1846,415,7848,7907.175
merge,1,809,949,396.47,441.237
ttW_mAODv2,1,1825,411,6836.43,6876.502
merge,1,805,971,405.77,462.007
ttZ_mAODv2,1,1831,460,7830.67,7883.617
ttW_mAODv2,1,1707,214,3772.26,3812.903
ttZ_mAODv2,1,1903,460,7875.24,7926.509
ttW_mAODv2,1,1802,414,6887.93,6968.28
ttZ_mAODv2,1,1839,463,7826.15,7911.83
merge,1,801,885,383.69,429.962
ttZ_mAODv2,1,1873,460,7849.09,7942.344
ttZ_mAODv2,1,1627,60,1623.25,1652.152
ttZ_mAODv2,1,1864,417,7849.81,7912.177
ttW_mAODv2,1,1656,73,1142.77,1170.517
ttW_mAODv2,1,1850,414,6912.14,6952.129
ttZ_mAODv2,1,1663,113,1953.56,1985.884
ttZ_mAODv2,1,1956,61,2755.11,2779.648
ttZ_mAODv2,1,1625,58,828.8,856.873
ttW_mAODv2,1,1950,54,2269.15,2292.76
ttZ_mAODv2,1,1619,58,823.51,846.17
ttZ_mAODv2,1,1627,53,788.47,814.276
merge,1,812,952,511.31,566.306
ttZ_mAODv2,1,1833,429,7871.48,7935.137
ttZ_mAODv2,1,1795,423,7831.69,7897.473
ttZ_mAODv2,1,1887,460,7846.19,7896.698
merge,1,802,965,404.35,465.664
merge,1,808,925,409.76,466.143
merge,2,794,932,1277.51,1237.179
ttW_mAODv2,1,1947,468,7847.52,7891.057
ttZ_mAODv2,1,1623,49,1269.59,1298.939
merge,1,805,900,374.82,426.977
merge,2,808,971,1330.29,1317.076
ttZ_mAODv2,1,1842,464,7870.04,7922.371
merge,1,816,928,424.69,493.17
ttZ_mAODv2,1,1849,463,7876.91,7926.82
ttW_mAODv2,1,1871,434,7845.25,7902.792
ttZ_mAODv2,1,1625,59,899.34,924.165
ttW_mAODv2,1,1617,76,1277.75,1304.454
ttZ_mAODv2,1,2000,113,1991.1,2035.007
merge,2,812,961,1319.06,1283.401
merge,2,807,899,1287.21,1237.977
merge,2,804,887,1213.63,1177.532
merge,1,803,935,426.59,478.736
ttW_mAODv2,1,1674,145,2305.43,2368.203
ttZ_mAODv2,1,1869,420,7861.8,7921.793
ttW_mAODv2,1,1638,404,7858.65,7906.995
ttZ_mAODv2,1,1859,422,7840.46,7910.499
merge,1,805,962,413.52,467.662
merge,2,814,967,1410.53,1358.383
ttZ_mAODv2,1,1962,99,4761.68,4791.256
ttZ_mAODv2,1,1626,50,668.13,691.764
ttW_mAODv2,1,1684,170,2757.37,2800.593
ttZ_mAODv2,1,1756,397,7888.62,7946.839
ttW_mAODv2,1,1723,213,4007.09,4050.5
ttW_mAODv2,1,1677,151,2444.3,2473.828
ttW_mAODv2,1,1698,155,2510.33,2540.124
merge,1,808,902,416.23,472.971
ttZ_mAODv2,1,1871,429,7842.69,7910.524
ttW_mAODv2,1,1713,159,7987.69,8013.808
ttZ_mAODv2,1,1625,50,665.35,689.884
ttZ_mAODv2,1,1949,34,1235.8,1259.819
merge,2,809,947,1308.44,1272.186
merge,1,807,957,399.51,450.015
ttZ_mAODv2,1,1868,462,7854.61,7904.53
merge,2,805,966,1333.31,1289.992
ttZ_mAODv2,1,1864,432,7893.51,7959.85
merge,2,815,968,1399.39,1356.063
ttZ_mAODv2,1,1694,255,4975.12,5018.804
merge,1,812,952,410.39,470.27
ttZ_mAODv2,1,1719,197,3256.9,3289.136
ttZ_mAODv2,1,1727,176,3154.79,3192.397
ttZ_mAODv2,1,1736,154,7967.61,7996.765
ttZ_mAODv2,1,1632,173,3125.16,3162.657
ttW_mAODv2,1,1961,109,5286.77,5304.248
ttW_mAODv2,1,1630,60,955.06,980.36
ttW_mAODv2,1,1739,412,7589.89,7647.502
ttZ_mAODv2,1,1702,156,8050.02,8078.796
merge,2,809,932,1284.19,1280.112
merge,1,811,970,408.43,463.495
merge,1,802,902,394.96,465.382
ttW_mAODv2,1,1629,82,3870.74,3899.16
ttW_mAODv2,1,1748,161,8023.74,8058.868
merge,1,796,910,414.41,470.261
merge,1,805,957,419,479.478
ttZ_mAODv2,1,1686,180,3212.24,3246.591
merge,1,804,899,370.08,425.246
ttW_mAODv2,1,776,13,29.1,45.82
ttW_mAODv2,1,1628,75,1289.71,1317.491
merge,2,802,965,1323.89,1274.802
ttZ_mAODv2,1,1740,245,4091.57,4126.908
ttZ_mAODv2,1,1730,157,8048.56,8083.541
ttZ_mAODv2,1,1632,102,1600.24,1632.708
merge,1,808,953,403.55,462.498
ttW_mAODv2,1,1870,404,7271.05,7333.144
ttW_mAODv2,1,1870,411,6870.09,6908.651
ttW_mAODv2,1,1953,39,1439.35,1458.147
ttZ_mAODv2,1,1670,105,1649.75,1677.81
ttZ_mAODv2,1,1720,204,3388.33,3442.497
ttZ_mAODv2,1,1628,106,1648.12,1674.741
merge,2,808,922,1241.5,1201.093
merge,2,808,946,1319.47,1283.15
merge,2,807,944,1291.87,1283.832
ttZ_mAODv2,1,1882,457,7816.59,7905.46
merge,1,805,959,401.48,464.546
ttZ_mAODv2,1,1632,107,1671.12,1703.836
merge,1,806,970,405.33,475.216
ttZ_mAODv2,1,1891,463,7852.59,7938.333
ttW_mAODv2,1,1874,411,7045.12,7089.908
ttW_mAODv2,1,1632,164,3044.22,3083.426
merge,1,797,896,408.2,484.543
merge,1,803,906,430.12,490.747
merge,1,804,948,421.86,496.885
ttZ_mAODv2,1,1801,421,7839.25,7898.654
merge,2,812,945,1302.16,1262.118
merge,2,809,971,1341.8,1331.834
merge,1,804,951,395.32,446.14
ttZ_mAODv2,1,1704,158,2600.92,2645.106
ttW_mAODv2,1,1768,413,7073.35,7115.248
ttZ_mAODv2,1,1703,158,8038.06,8075.593
ttZ_mAODv2,1,1665,82,1323.04,1346.369
ttZ_mAODv2,1,1840,455,7807.13,7899.953
ttW_mAODv2,1,1677,118,1838.05,1864.885
ttW_mAODv2,1,1617,39,533.86,555.727
merge,1,696,882,436.12,480.55
merge,1,807,937,424.38,481.453
ttW_mAODv2,1,1843,407,6924.99,6998.576
merge,1,808,944,488.76,551.778
merge,1,804,971,860.22,891.461
merge,1,811,932,389,443.836
ttZ_mAODv2,1,1630,45,654.36,672.841
ttW_mAODv2,1,1776,411,6894.76,6976.559
ttW_mAODv2,1,1700,98,4625.45,4649.424
ttZ_mAODv2,1,1656,105,1806.45,1835.395
ttW_mAODv2,1,1636,59,1578.71,1603.277
ttZ_mAODv2,1,1627,43,1709.24,1727.256
ttZ_mAODv2,1,1733,284,5240.57,5292.941
ttZ_mAODv2,1,1710,122,6119.12,6147.846
ttZ_mAODv2,1,1616,43,609.51,631.749
merge,1,808,955,392.46,447.625
ttW_mAODv2,1,1661,96,1515.33,1546.596
ttW_mAODv2,1,1522,24,257.99,275.548
ttW_mAODv2,1,1951,46,1845.3,1870.498
merge,1,807,941,420.33,484.971
ttZ_mAODv2,1,1632,114,1816.73,1842.493
ttW_mAODv2,1,1640,96,4494.24,4518.339
ttZ_mAODv2,1,1634,111,1758.31,1785.72
merge,1,810,941,399.44,454.077
ttZ_mAODv2,1,1658,113,1811.85,1848.091
ttW_mAODv2,1,1711,95,4524.41,4548.608
ttW_mAODv2,1,1855,408,7359.86,7415.597
ttW_mAODv2,1,1628,126,2000.83,2026.136
ttZ_mAODv2,1,1668,115,1805.39,1832.63
ttW_mAODv2,1,1661,87,1329.91,1348.752
ttW_mAODv2,1,1647,95,4526.13,4548.797
ttW_mAODv2,1,1687,96,4562.11,4587.316
ttZ_mAODv2,1,1853,430,7867.6,7930.506
merge,1,805,970,390.17,442.635
ttW_mAODv2,1,1637,238,4538.39,4582.107
ttZ_mAODv2,1,1663,144,2294.63,2323.619
merge,2,809,968,1400.04,1352.852
merge,1,805,970,406.32,466.139
ttW_mAODv2,1,1666,122,2068.07,2099.605
ttZ_mAODv2,1,1837,430,7840.33,7905.565
ttZ_mAODv2,1,1958,56,773.17,798.194
merge,2,803,896,1231.05,1201.397
ttW_mAODv2,1,1646,96,4571.12,4596.402
ttW_mAODv2,1,1734,256,4662.52,4708.265
ttW_mAODv2,1,1651,97,4622.27,4646.473
ttW_mAODv2,1,1629,125,2137.29,2166.447
ttW_mAODv2,1,1611,34,382.35,399.178
merge,1,810,946,389.74,446.437
merge,1,803,880,461.89,509.744
merge,1,803,971,449.2,512.393
ttZ_mAODv2,1,1626,73,1190.48,1217.314
ttZ_mAODv2,1,1868,464,7861.69,7911.594
ttW_mAODv2,1,1629,98,1493.11,1517.242
merge,2,811,902,1249.21,1226.529
ttW_mAODv2,1,1715,246,4796.58,4840.5
merge,1,805,965,407.08,463.685
ttZ_mAODv2,1,1656,147,2370.71,2402.312
ttZ_mAODv2,1,1623,58,817.94,846.1
ttW_mAODv2,1,1947,39,525.46,543.241
merge,2,810,951,1290.68,1252.972
ttZ_mAODv2,1,1903,466,7892.16,7940.453
ttW_mAODv2,1,1646,98,4634.29,4660.287
ttW_mAODv2,1,1703,133,6653.05,6672.309
ttW_mAODv2,1,1847,409,7320.26,7376.309
ttZ_mAODv2,1,1699,158,8023,8060.987
ttW_mAODv2,1,1863,415,6927.6,6972.672
merge,1,807,942,411.08,467.271
ttW_mAODv2,1,1627,97,4668.38,4694.188
ttW_mAODv2,1,1706,277,4931.11,4975.704
merge,1,802,969,494.11,553.586
ttZ_mAODv2,1,1616,114,2088.11,2116.085
merge,1,816,953,436.23,494.003
ttZ_mAODv2,1,1521,26,288.48,303.771
ttZ_mAODv2,1,1630,155,8026.21,8061.917
ttW_mAODv2,1,583,13,39.32,54.427
merge,1,787,948,465.57,514.132
ttZ_mAODv2,1,1862,429,7848.77,7913.067
merge,1,806,946,454.65,537.348
ttZ_mAODv2,1,1631,73,1068.75,1100.436
merge,1,808,971,455.94,540.188
merge,2,809,960,1340.82,1312.354
merge,2,803,964,1322.57,1314.786
ttZ_mAODv2,1,1620,42,1028.81,1059.049
merge,2,802,910,1247.41,1251.489
merge,1,808,906,379.59,424.408
ttZ_mAODv2,1,1819,464,7837.35,7888.027
ttW_mAODv2,1,1627,60,2551.36,2572.667
merge,1,804,899,427.9,499.429
ttW_mAODv2,1,1802,413,6922.36,6969.558
ttZ_mAODv2,1,1763,381,6483.43,6528.697
merge,2,804,878,1224.28,1207.294
ttW_mAODv2,1,583,13,40.41,58.007
ttZ_mAODv2,1,1685,150,2440.93,2481.236
ttZ_mAODv2,1,1520,24,273.09,290.072
merge,2,804,903,1243.37,1219.045
ttZ_mAODv2,1,1629,107,5170.28,5201.705
ttZ_mAODv2,1,1844,463,7843.98,7893.824
ttW_mAODv2,1,1638,105,1620.59,1646.995
ttZ_mAODv2,1,1635,98,1545.15,1573.93
ttW_mAODv2,1,1687,416,7445.56,7503.179
ttZ_mAODv2,1,1750,456,7884.59,7935.737
ttW_mAODv2,1,1966,159,7965.9,8006.824
ttZ_mAODv2,1,1637,157,7973.26,8010.524
ttZ_mAODv2,1,1615,36,458.51,477.605
ttZ_mAODv2,1,1889,461,7860.03,7906.748
ttW_mAODv2,1,1524,23,255.36,271.536
ttZ_mAODv2,1,1752,460,7837.57,7886.892
ttW_mAODv2,1,1662,103,1731.13,1760.548
merge,1,805,959,440.47,502.165
ttW_mAODv2,1,1681,125,1973.74,2001.604
merge,1,808,964,398.72,453.489
ttZ_mAODv2,1,1633,158,8016.99,8057.036
ttW_mAODv2,1,583,13,28.33,43.716
ttZ_mAODv2,1,1842,467,7891.66,7939.823
ttZ_mAODv2,1,1709,151,2653.87,2687.652
ttW_mAODv2,1,583,13,28.42,45.068
merge,1,801,882,378.87,434.717
ttZ_mAODv2,1,1871,415,7869.95,7931.677
merge,1,800,902,379.38,438.924
ttZ_mAODv2,1,1695,151,2664.56,2700.006
merge,1,807,952,390.87,447.867
merge,1,805,954,393.19,455.009
ttZ_mAODv2,1,1646,91,1391.63,1412.036
ttZ_mAODv2,1,1959,67,1035.65,1064.085
ttZ_mAODv2,1,1624,81,1246.18,1271.839
merge,2,810,962,1363.45,1357.136
merge,2,806,963,1341.03,1299.242
ttZ_mAODv2,1,1961,49,764.64,791.527
ttW_mAODv2,1,1718,411,7553.26,7612.955
merge,1,810,911,369.49,434.104
ttZ_mAODv2,1,1744,398,7869.42,7927.698
ttW_mAODv2,1,1630,76,1132.68,1156.062
ttZ_mAODv2,1,1839,433,7893.04,7955.377
ttW_mAODv2,1,1850,408,6912.94,6989.506
merge,1,804,970,851.45,899.361
merge,1,811,954,399.77,458.469
ttW_mAODv2,1,1525,31,375.73,392.634
ttW_mAODv2,1,1522,31,388.72,407.557
merge,1,813,961,412.14,479.541
ttW_mAODv2,1,1760,416,6981.05,7029.751
ttZ_mAODv2,1,1667,98,1519.3,1544.515
ttW_mAODv2,1,1622,54,743.13,765.548
ttW_mAODv2,1,1624,81,1194.21,1218.726
ttZ_mAODv2,1,1669,92,1532.86,1562.095
merge,1,800,894,369.8,422.895
ttW_mAODv2,1,1768,258,5064.66,5110.292
merge,2,802,879,1218.24,1199.105
ttZ_mAODv2,1,1821,403,7894.36,7946.503
ttW_mAODv2,1,1703,286,5121.7,5168.589
ttZ_mAODv2,1,1652,154,2699.84,2736.844
ttW_mAODv2,1,1626,82,1209.19,1234.283
ttW_mAODv2,1,1625,103,1871.79,1900.859
ttZ_mAODv2,1,1677,259,4341.59,4400.754
ttZ_mAODv2,1,1825,464,7840.96,7941.679
merge,1,802,880,355.54,414.492
ttW_mAODv2,1,1652,82,1311.63,1336.336
merge,1,808,948,437.5,498.542
ttW_mAODv2,1,1696,161,7997.16,8037.361
ttW_mAODv2,1,1652,99,1514.37,1538.592
ttZ_mAODv2,1,1637,99,1541.37,1575.137
merge,1,796,930,390.09,449.324
ttZ_mAODv2,1,1632,99,1554.51,1589.616
ttW_mAODv2,1,1631,122,2127.32,2159.114
ttZ_mAODv2,1,1658,110,1848.91,1876.962
ttZ_mAODv2,1,1731,155,7970.83,7996.13
merge,1,807,968,439.15,494.482
ttW_mAODv2,1,1631,101,1565.64,1590.012
ttW_mAODv2,1,1800,405,7740.41,7797.05
ttZ_mAODv2,1,1697,156,2580.91,2612.661
ttZ_mAODv2,1,1969,99,1666.85,1695.757
ttW_mAODv2,1,1520,23,220.65,237.043
ttW_mAODv2,1,1685,124,1949.99,1984.974
ttW_mAODv2,1,1633,123,1953.6,1980.525
merge,1,806,971,431.13,508.634
ttZ_mAODv2,1,1625,50,671.1,693.68
merge,2,804,955,1303.32,1277.023
ttZ_mAODv2,1,1839,466,7864.41,7920.903
ttW_mAODv2,1,1961,82,1331.48,1360.966
ttZ_mAODv2,1,1666,114,1791.1,1829.254
ttW_mAODv2,1,1681,125,1973.12,2013.886
ttW_mAODv2,1,1523,24,255.74,271.588
ttW_mAODv2,1,1676,406,6734.64,6779.653
ttW_mAODv2,1,1673,126,2165.38,2200.346
ttW_mAODv2,1,1994,292,4824.17,4863.878
merge,1,860,949,885.98,920.917
ttZ_mAODv2,1,1631,61,860.97,889.319
ttW_mAODv2,1,1996,126,1972.13,2009.743
ttZ_mAODv2,1,1669,178,2885.92,2916.068
ttW_mAODv2,1,1686,120,3617.96,3657.533
ttZ_mAODv2,1,1630,114,1796.94,1824.308
merge,1,812,968,417.71,478.238
ttZ_mAODv2,1,1643,112,1803.3,1844.038
ttW_mAODv2,1,1828,408,6767.91,6809.856
ttZ_mAODv2,1,1715,177,2909.77,2941.446
ttZ_mAODv2,1,1685,116,1831.76,1857.908
ttZ_mAODv2,1,1808,460,7856.8,7948.502
merge,1,807,955,513.01,571.001
ttZ_mAODv2,1,1774,408,7930.51,7990.737
ttZ_mAODv2,1,1861,431,7822.03,7888.237
ttZ_mAODv2,1,1854,381,6931.08,6990.99
ttW_mAODv2,1,1630,53,2272.85,2297.409
ttZ_mAODv2,1,1622,67,974.67,996.236
ttW_mAODv2,1,1940,39,480.8,499.728
ttZ_mAODv2,1,1959,67,973.12,1003.104
merge,2,804,912,1285.77,1265.493
merge,1,803,953,385.61,446.632
ttZ_mAODv2,1,1620,67,970.86,998.948
ttZ_mAODv2,1,1886,458,7835.46,7889.453
ttW_mAODv2,1,583,13,39.39,52.808
ttZ_mAODv2,1,1635,137,2212.21,2248.889
merge,1,806,904,397.82,464.525
merge,2,813,937,1328.41,1294.167
merge,1,877,952,399.08,467.379
ttZ_mAODv2,1,1875,432,7854.87,7928.147
ttZ_mAODv2,1,1649,181,3004.51,3036.776
ttZ_mAODv2,1,1964,54,2383.17,2408.744
ttZ_mAODv2,1,1524,24,266.32,280.249
merge,1,805,967,526.36,603.111
merge,1,810,970,401.26,477.434
merge,1,805,970,417.76,481.104
ttZ_mAODv2,1,1634,88,1355.91,1383.258
ttW_mAODv2,1,1962,102,1712.51,1741.393
merge,1,807,951,424.83,488.399
ttZ_mAODv2,1,1965,68,1013.88,1037.807
ttW_mAODv2,1,1956,125,2273.2,2301.162
ttZ_mAODv2,1,1650,88,1341.31,1364.904
merge,2,808,945,1329.6,1330.614
ttZ_mAODv2,1,1664,157,2781.53,2817.368
ttZ_mAODv2,1,1630,90,1375.25,1405.599
ttW_mAODv2,1,1627,54,800.36,826.542
merge,1,805,940,381.7,447.251
merge,1,804,882,397.41,449.811
ttW_mAODv2,1,1731,409,7647.64,7705.071
ttW_mAODv2,1,1520,31,378.12,396.631
ttZ_mAODv2,1,1625,57,2475.85,2503.492
ttW_mAODv2,1,1628,80,1188.72,1212.542
ttW_mAODv2,1,1626,79,1174.1,1196.772
ttZ_mAODv2,1,1613,35,412.9,430.406
merge,1,811,910,484.35,552.588
ttW_mAODv2,1,1625,60,836.85,860.224
ttZ_mAODv2,1,1632,91,1400.54,1425.937
ttZ_mAODv2,1,1625,57,2500.21,2525.29
ttW_mAODv2,1,1678,127,2004.53,2031.969
merge,1,801,968,432.46,499.384
ttW_mAODv2,1,1628,53,718.39,742.333
ttW_mAODv2,1,583,13,42.81,55.811
ttZ_mAODv2,1,1665,127,1984.03,2011.764
ttZ_mAODv2,1,1628,66,958.87,977.507
ttZ_mAODv2,1,1658,165,2700.06,2729.736
ttZ_mAODv2,1,1671,100,1537.12,1564.792
ttZ_mAODv2,1,1654,90,1392.78,1419.475
ttZ_mAODv2,1,1654,68,1121.58,1148.4
merge,1,805,885,404.79,461.209
ttW_mAODv2,1,1745,286,5541.18,5583.31
ttZ_mAODv2,1,1961,59,2518.12,2542.785
ttW_mAODv2,1,1719,410,7403.73,7461.072
ttW_mAODv2,1,1645,82,1219.99,1253.323
ttW_mAODv2,1,1701,212,3486.68,3518.998
ttW_mAODv2,1,1824,399,7761.74,7808.165
ttZ_mAODv2,1,1669,97,1602.61,1629.074
ttZ_mAODv2,1,1623,57,2533.99,2556.645
ttW_mAODv2,1,1692,135,2583.7,2620.292
ttW_mAODv2,1,1626,81,1202.09,1232.106
ttZ_mAODv2,1,1881,462,7892.07,7943.922
ttZ_mAODv2,1,1679,129,2061.46,2090.915
merge,2,806,961,1300.79,1270.057
ttZ_mAODv2,1,1875,425,7894.47,7960.329
ttZ_mAODv2,1,1711,112,5487.21,5515.122
ttW_mAODv2,1,1525,31,347.86,368.376
ttZ_mAODv2,1,1629,82,1496.29,1523.814
ttW_mAODv2,1,1627,62,876.53,899.425
ttW_mAODv2,1,1661,112,1762.56,1801.02
merge,1,800,879,362.06,409.821
ttW_mAODv2,1,1691,214,3524.85,3574.579
ttZ_mAODv2,1,1690,129,2052.739,2089.951
ttW_mAODv2,1,1829,406,7333.57,7391.121
ttZ_mAODv2,1,1678,130,2093.53,2121.261
merge,1,801,971,512.15,563.29
ttW_mAODv2,1,1675,140,2216.51,2244.157
ttZ_mAODv2,1,1658,112,5530.86,5558.016
merge,2,802,947,1291.78,1278.981
ttZ_mAODv2,1,1655,113,5546.21,5574.077
ttW_mAODv2,1,584,13,28.12,40.015
ttZ_mAODv2,1,1625,58,878.63,906.025
ttW_mAODv2,1,1675,140,2233.7,2278.329
ttZ_mAODv2,1,1978,98,1510.71,1536.855
ttZ_mAODv2,1,1858,464,7876.19,7925.316
ttZ_mAODv2,1,1826,434,7884.11,7950.511
ttZ_mAODv2,1,1657,92,1535.44,1564.943
merge,2,808,909,1268.71,1239.097
ttW_mAODv2,1,1658,131,2247.13,2281.23
ttW_mAODv2,1,584,13,28.5,37.141
ttW_mAODv2,1,1630,61,962.26,986.185
ttZ_mAODv2,1,1627,93,1565.19,1594.857
ttW_mAODv2,1,1668,122,1947.63,1983.266
ttZ_mAODv2,1,1629,100,1702.88,1731.89
ttZ_mAODv2,1,1616,35,412.35,430.918
ttZ_mAODv2,1,1625,75,1157.36,1188.473
ttW_mAODv2,1,1628,59,1041.72,1067.784
merge,1,801,943,391.93,442.448
merge,1,802,941,384.73,449.982
ttW_mAODv2,1,1778,248,7898.12,7954.065
merge,1,804,934,393.11,451.762
ttZ_mAODv2,1,1631,131,2136.67,2180.353
merge,1,809,971,859.22,904.446
ttZ_mAODv2,1,1836,422,7848.41,7915.237
ttZ_mAODv2,1,1667,129,2182.52,2215.68
ttZ_mAODv2,1,1646,100,1729.79,1759.209
merge,1,812,951,543.36,605.619
merge,2,802,958,1342.44,1308.547
merge,1,800,934,406.91,478.99
ttW_mAODv2,1,1612,38,454.17,472.021
ttW_mAODv2,1,584,13,28.99,41.77
ttZ_mAODv2,1,1642,75,1127.83,1151.868
ttZ_mAODv2,1,1963,72,1077.99,1101.326
merge,1,814,954,512.419,565.452
merge,2,806,945,1302.88,1269.937
ttW_mAODv2,1,1868,407,6814.38,6856.731
ttW_mAODv2,1,1848,410,6842.57,6884.378
merge,1,805,945,393.03,451.541
merge,1,802,942,520.9,580.34
ttW_mAODv2,1,1736,330,5833.38,5885.711
ttZ_mAODv2,1,1949,99,1828.49,1857.231
merge,2,812,947,1328.18,1297.357
ttW_mAODv2,1,1662,139,2398.79,2430.022
ttW_mAODv2,1,1625,80,1435.18,1465.432
merge,1,818,970,414.36,484.384
ttZ_mAODv2,1,1823,377,7391.05,7450.581
ttW_mAODv2,1,584,13,28.16,42.135
merge,2,804,950,1288.03,1259.054
ttZ_mAODv2,1,1946,98,1816.98,1846.824
ttW_mAODv2,1,1897,426,7844.81,7905.313
merge,1,806,947,425.32,496.197
ttZ_mAODv2,1,1677,115,5721.15,5748.275
ttW_mAODv2,1,1997,139,2361.29,2393.68
ttZ_mAODv2,1,1689,115,5724.73,5753.052
merge,1,806,969,526.71,578.204
ttZ_mAODv2,1,1807,394,7838.1,7898.502
ttZ_mAODv2,1,1841,463,7875.51,7926.412
merge,1,806,947,1333.93,1358.846
ttW_mAODv2,1,1522,23,255.39,273.33
merge,1,806,953,407.81,469.704
ttZ_mAODv2,1,1620,51,684.58,705.146
ttW_mAODv2,1,584,13,29.02,44.987
ttZ_mAODv2,1,1710,156,7982.56,8012.991
merge,2,809,907,1228.38,1213.057
ttZ_mAODv2,1,1955,68,985.76,1018.388
ttW_mAODv2,1,1522,24,229.15,242.471
merge,1,808,884,399.32,461.834
ttZ_mAODv2,1,1625,53,731.67,756.046
merge,1,805,960,402.8,468.201
ttZ_mAODv2,1,1629,127,2397.38,2430.31
ttZ_mAODv2,1,1621,41,514.51,538.161
ttZ_mAODv2,1,1619,35,401.78,418.384
ttZ_mAODv2,1,1959,80,3716.47,3749.381
ttW_mAODv2,1,1525,31,337.43,356.605
ttZ_mAODv2,1,1715,458,7790,7886.635
ttZ_mAODv2,1,1665,75,1259.35,1285.304
ttZ_mAODv2,1,1622,42,531.26,551.638
ttW_mAODv2,1,1649,87,1440.69,1470.23
ttZ_mAODv2,1,1626,50,662.21,686.905
ttZ_mAODv2,1,1706,338,5714.73,5757.007
ttZ_mAODv2,1,1631,50,670.89,697.8
ttW_mAODv2,1,1764,408,6810,6889.126
ttZ_mAODv2,1,1962,98,4670.32,4695.476
ttW_mAODv2,1,1532,31,337.4,354.708
merge,2,804,896,1265.55,1230.745
merge,2,804,951,1337.19,1359.783
ttW_mAODv2,1,1613,33,379.06,398.408
ttW_mAODv2,1,1522,32,356.67,375.15
ttZ_mAODv2,1,1625,52,703.82,727.704
ttW_mAODv2,1,1610,34,381.08,402.017
ttZ_mAODv2,1,1655,98,1526.35,1561.402
merge,1,805,969,476.33,543.909
merge,1,808,965,410.01,484.394
ttZ_mAODv2,1,1845,431,7888.21,7954.801
ttW_mAODv2,1,1625,66,963.78,986.35
